name_1,date_1,name_2,date_2,name_3,date_3,context,correct_date,correct_answer
Henry,1908-10-01,William,1909-03-04,Maria,1911-01-18,Henry was born on the day the Ford Motor Company invented the Model T. William was born on the day William Howard Taft was inaugurated as President. Maria was born on the day Eugene Burton Ely landed an aircraft on a ship. The oldest is,1908-10-01,Henry
Charlie,1912-07-30,Connor,1902-05-31,Walker,1902-07-17,Charlie was born on the day the Meiji era ended. Connor was born on the day the Second Boer War ended. Walker was born on the day Willis Carrier invented the first modern electrical air conditioning unit. The oldest is,1902-05-31,Connor
Alice,1915-04-24,Dallas,1910-02-08,Walker,1914-12-19,Alice was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Dallas was born on the day the Boy Scouts of America was founded. Walker was born on the day the United Kingdom established the Sultanate of Egypt as a protectorate. The oldest is,1910-02-08,Dallas
John,1919-07-18,Rose,1908-06-30,Andrew,1914-08-15,John was born on the day the Polish-Ukrainian War ended. Rose was born on the day the Tunguska event occurred. Andrew was born on the day the Panama Canal opened. The oldest is,1908-06-30,Rose
George,1916-06-10,Luke,1911-12-12,William,1909-03-04,George was born on the day the Arab Revolt began. Luke was born on the day New Delhi became the capital of British India. William was born on the day William Howard Taft was inaugurated as President. The oldest is,1909-03-04,William
Frank,1908-12-28,Michael,1910-02-08,John,1918-07-04,Frank was born on the day of the 1908 Messina earthquake. Michael was born on the day the Boy Scouts of America was founded. John was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. The oldest is,1908-12-28,Frank
Andrew,1919-03-02,Fred,1901-03-02,Rachel,1918-11-09,Andrew was born on the day the Communist International was established. Fred was born on the day The Platt Amendment provided for Cuban independence. Rachel was born on the day Wilhelm II abdicated. The oldest is,1901-03-02,Fred
Maria,1902-05-31,George,1908-04-08,William,1917-11-26,Maria was born on the day the Second Boer War ended. George was born on the day H. H. Asquith became Prime Minister. William was born on the day the National Hockey League was formed. The oldest is,1902-05-31,Maria
Josh,1905-06-07,Brandon,1918-05-28,John,1918-07-04,Josh was born on the day Norway achieved independence. Brandon was born on the day Azerbaijan Democratic Republic was declared. John was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. The oldest is,1905-06-07,Josh
April,1918-03-25,Josh,1911-11-03,Brandon,1915-04-22,April was born on the day Belarus declared its independence from Russia. Josh was born on the day the Chevrolet Motor Company was founded. Brandon was born on the day the Second Battle of Ypres began. The oldest is,1911-11-03,Josh
Jerry,1915-05-07,Robert,1907-07-24,George,1908-04-08,Jerry was born on the day the RMS Lusitania sank. Robert was born on the day the Japan–Korea Treaty was signed. George was born on the day H. H. Asquith became Prime Minister. The oldest is,1907-07-24,Robert
Robert,1907-07-24,Alex,1910-02-08,Maria,1916-04-30,Robert was born on the day the Japan–Korea Treaty was signed. Alex was born on the day the Boy Scouts of America was founded. Maria was born on the day the first nationwide daylight saving time implementation occurred. The oldest is,1907-07-24,Robert
Walker,1901-01-01,Henry,1913-12-23,Ian,1909-03-10,Walker was born on the day the Australian colonies federated. Henry was born on the day the Federal Reserve System was created. Ian was born on the day the Anglo-Siamese Treaty of 1909 was signed. The oldest is,1901-01-01,Walker
Jason,1901-12-10,Ian,1908-04-08,Connor,1918-11-09,Jason was born on the day the first Nobel Prize awards took place. Ian was born on the day H. H. Asquith became Prime Minister. Connor was born on the day Wilhelm II abdicated. The oldest is,1901-12-10,Jason
Hope,1918-10-29,Alice,1914-12-19,Luke,1915-05-07,Hope was born on the day the German Revolution began. Alice was born on the day the United Kingdom established the Sultanate of Egypt as a protectorate. Luke was born on the day the RMS Lusitania sank. The oldest is,1914-12-19,Alice
Walker,1901-09-07,George,1919-06-28,Rose,1908-06-30,Walker was born on the day the Eight-Nation Alliance defeated the Boxers. George was born on the day The Treaty of Versailles redrew European borders. Rose was born on the day the Tunguska event occurred. The oldest is,1901-09-07,Walker
Fred,1905-09-05,Steve,1912-02-12,Emily,1911-10-10,Fred was born on the day the Russo-Japanese War ended. Steve was born on the day the Chinese Empire ended and the Republic of China was established. Emily was born on the day the 1911 Revolution began. The oldest is,1905-09-05,Fred
Peter,1908-05-26,Charlie,1912-07-30,Matt,1905-06-07,Peter was born on the day the first commercial Middle Eastern oilfield was established. Charlie was born on the day the Meiji era ended. Matt was born on the day Norway achieved independence. The oldest is,1905-06-07,Matt
Connor,1902-05-31,George,1919-06-28,Walker,1901-01-01,Connor was born on the day the Second Boer War ended. George was born on the day The Treaty of Versailles redrew European borders. Walker was born on the day the Australian colonies federated. The oldest is,1901-01-01,Walker
Joy,1914-08-15,Matt,1908-05-26,Fred,1908-12-02,Joy was born on the day the Panama Canal opened. Matt was born on the day the first commercial Middle Eastern oilfield was established. Fred was born on the day Puyi became the last Emperor of China. The oldest is,1908-05-26,Matt
George,1916-06-10,Dean,1909-04-06,Hope,1919-06-28,George was born on the day the Arab Revolt began. Dean was born on the day Robert Peary claimed to reach the North Pole. Hope was born on the day The Treaty of Versailles redrew European borders. The oldest is,1909-04-06,Dean
Emily,1901-03-02,Hunter,1913-05-30,April,1912-02-14,Emily was born on the day The Platt Amendment provided for Cuban independence. Hunter was born on the day the Treaty of London was signed. April was born on the day Arizona became a U.S. state. The oldest is,1901-03-02,Emily
Dallas,1917-12-06,Luke,1911-12-12,Dean,1911-03-25,Dallas was born on the day Finland gained independence. Luke was born on the day New Delhi became the capital of British India. Dean was born on the day the Triangle Shirtwaist Factory fire resulted in 146 worker deaths. The oldest is,1911-03-25,Dean
Maria,1902-07-17,Jerry,1909-03-04,Luke,1915-04-24,Maria was born on the day Willis Carrier invented the first modern electrical air conditioning unit. Jerry was born on the day William Howard Taft was inaugurated as President. Luke was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. The oldest is,1902-07-17,Maria
William,1910-08-28,Frank,1908-12-28,Walker,1901-09-07,William was born on the day the Kingdom of Montenegro declared its independence. Frank was born on the day of the 1908 Messina earthquake. Walker was born on the day the Eight-Nation Alliance defeated the Boxers. The oldest is,1901-09-07,Walker
Ryan,1912-02-12,Rachel,1918-11-09,Tyler,1902-05-31,Ryan was born on the day the Chinese Empire ended and the Republic of China was established. Rachel was born on the day Wilhelm II abdicated. Tyler was born on the day the Second Boer War ended. The oldest is,1902-05-31,Tyler
Alice,1907-08-31,Scott,1906-12-30,Matt,1908-05-26,Alice was born on the day the Anglo-Russian Convention ended the Great Game. Scott was born on the day The Muslim League was formed. Matt was born on the day the first commercial Middle Eastern oilfield was established. The oldest is,1906-12-30,Scott
Connor,1918-11-09,Richard,1912-02-12,Brandon,1915-04-22,Connor was born on the day Wilhelm II abdicated. Richard was born on the day the Chinese Empire ended and the Republic of China was established. Brandon was born on the day the Second Battle of Ypres began. The oldest is,1912-02-12,Richard
Neil,1918-07-04,Josh,1911-11-03,Dean,1911-12-12,Neil was born on the day Mehmed VI became the last Sultan of the Ottoman Empire. Josh was born on the day the Chevrolet Motor Company was founded. Dean was born on the day New Delhi became the capital of British India. The oldest is,1911-11-03,Josh
Walker,1906-09-28,Henry,1913-12-23,Rachel,1909-03-10,Walker was born on the day the Second Occupation of Cuba began. Henry was born on the day the Federal Reserve System was created. Rachel was born on the day the Anglo-Siamese Treaty of 1909 was signed. The oldest is,1906-09-28,Walker
Peter,1908-05-26,Michael,1911-11-03,Henry,1913-12-23,Peter was born on the day the first commercial Middle Eastern oilfield was established. Michael was born on the day the Chevrolet Motor Company was founded. Henry was born on the day the Federal Reserve System was created. The oldest is,1908-05-26,Peter
Tyler,1909-03-10,Marco,1908-10-01,Dallas,1908-12-28,Tyler was born on the day the Anglo-Siamese Treaty of 1909 was signed. Marco was born on the day the Ford Motor Company invented the Model T. Dallas was born on the day of the 1908 Messina earthquake. The oldest is,1908-10-01,Marco
Emily,1913-05-30,Hunter,1911-03-25,Andrew,1909-03-04,Emily was born on the day the Treaty of London was signed. Hunter was born on the day the Triangle Shirtwaist Factory fire resulted in 146 worker deaths. Andrew was born on the day William Howard Taft was inaugurated as President. The oldest is,1909-03-04,Andrew
Rachel,1909-03-10,Matt,1905-09-05,Dallas,1910-02-08,Rachel was born on the day the Anglo-Siamese Treaty of 1909 was signed. Matt was born on the day the Russo-Japanese War ended. Dallas was born on the day the Boy Scouts of America was founded. The oldest is,1905-09-05,Matt
Jack,1916-03-07,Connor,1910-08-29,Henry,1919-04-13,Jack was born on the day Bayerische Flugzeugwerke was founded. Connor was born on the day Imperial Japan annexed Korea. Henry was born on the day the Jallianwala Bagh massacre occurred. The oldest is,1910-08-29,Connor
Dean,1911-12-12,Alice,1907-08-31,Connor,1902-05-31,Dean was born on the day New Delhi became the capital of British India. Alice was born on the day the Anglo-Russian Convention ended the Great Game. Connor was born on the day the Second Boer War ended. The oldest is,1902-05-31,Connor
Andrew,1909-04-06,Tyler,1917-06-04,Ryan,1915-04-22,Andrew was born on the day Robert Peary claimed to reach the North Pole. Tyler was born on the day the first Pulitzer Prizes were announced. Ryan was born on the day the Second Battle of Ypres began. The oldest is,1909-04-06,Andrew
Dean,1911-12-12,Walker,1914-12-19,Connor,1902-05-31,Dean was born on the day New Delhi became the capital of British India. Walker was born on the day the United Kingdom established the Sultanate of Egypt as a protectorate. Connor was born on the day the Second Boer War ended. The oldest is,1902-05-31,Connor
Dean,1909-04-06,Jerry,1906-09-28,Kevin,1906-10-23,Dean was born on the day Robert Peary claimed to reach the North Pole. Jerry was born on the day the Second Occupation of Cuba began. Kevin was born on the day Alberto Santos-Dumont flew his aircraft. The oldest is,1906-09-28,Jerry
Connor,1912-04-15,George,1912-07-30,Luke,1911-12-12,Connor was born on the day the RMS Titanic sank. George was born on the day the Meiji era ended. Luke was born on the day New Delhi became the capital of British India. The oldest is,1911-12-12,Luke
Tyler,1917-06-04,Luke,1915-05-07,Ryan,1916-06-10,Tyler was born on the day the first Pulitzer Prizes were announced. Luke was born on the day the RMS Lusitania sank. Ryan was born on the day the Arab Revolt began. The oldest is,1915-05-07,Luke
Josh,1909-03-10,Jerry,1906-09-28,Dallas,1910-02-08,Josh was born on the day the Anglo-Siamese Treaty of 1909 was signed. Jerry was born on the day the Second Occupation of Cuba began. Dallas was born on the day the Boy Scouts of America was founded. The oldest is,1906-09-28,Jerry
Michael,1911-11-03,Blake,1901-12-12,Fred,1901-03-02,Michael was born on the day the Chevrolet Motor Company was founded. Blake was born on the day Guglielmo Marconi received the first transatlantic radio signal. Fred was born on the day The Platt Amendment provided for Cuban independence. The oldest is,1901-03-02,Fred
Josh,1905-06-07,William,1917-11-26,Jason,1908-07-26,Josh was born on the day Norway achieved independence. William was born on the day the National Hockey League was formed. Jason was born on the day the Bureau of Investigation was founded. The oldest is,1905-06-07,Josh
Alex,1903-11-18,Alice,1915-04-24,Charlie,1912-07-30,Alex was born on the day the independence of Panama from the Hay–Bunau-Varilla Treaty was signed. Alice was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Charlie was born on the day the Meiji era ended. The oldest is,1903-11-18,Alex
Matt,1905-09-05,Jason,1908-07-26,Scott,1901-09-06,Matt was born on the day the Russo-Japanese War ended. Jason was born on the day the Bureau of Investigation was founded. Scott was born on the day Theodore Roosevelt took office. The oldest is,1901-09-06,Scott
Robert,1907-07-24,Fred,1903-12-17,Scott,1906-12-30,Robert was born on the day the Japan–Korea Treaty was signed. Fred was born on the day the Wright brothers made their first successful flight. Scott was born on the day The Muslim League was formed. The oldest is,1903-12-17,Fred
Josh,1909-03-10,Maria,1911-01-18,William,1910-08-28,Josh was born on the day the Anglo-Siamese Treaty of 1909 was signed. Maria was born on the day Eugene Burton Ely landed an aircraft on a ship. William was born on the day the Kingdom of Montenegro declared its independence. The oldest is,1909-03-10,Josh
John,1902-01-13,Michael,1911-11-03,Grant,1903-12-17,John was born on the day the Unification of Saudi Arabia began. Michael was born on the day the Chevrolet Motor Company was founded. Grant was born on the day the Wright brothers made their first successful flight. The oldest is,1902-01-13,John
Ryan,1912-02-12,Matt,1905-06-07,Alex,1910-02-08,Ryan was born on the day the Chinese Empire ended and the Republic of China was established. Matt was born on the day Norway achieved independence. Alex was born on the day the Boy Scouts of America was founded. The oldest is,1905-06-07,Matt
Tyler,1902-05-31,Marco,1917-04-06,Brandon,1915-04-22,Tyler was born on the day the Second Boer War ended. Marco was born on the day the USA joined the Entente. Brandon was born on the day the Second Battle of Ypres began. The oldest is,1902-05-31,Tyler
Ryan,1903-07-01,Leon,1910-02-08,Tyler,1902-05-31,Ryan was born on the day the first Tour de France was held. Leon was born on the day the Boy Scouts of America was founded. Tyler was born on the day the Second Boer War ended. The oldest is,1902-05-31,Tyler
Connor,1918-11-09,Tyler,1909-03-10,Michael,1916-03-07,Connor was born on the day Wilhelm II abdicated. Tyler was born on the day the Anglo-Siamese Treaty of 1909 was signed. Michael was born on the day Bayerische Flugzeugwerke was founded. The oldest is,1909-03-10,Tyler
Walker,1901-01-01,Michael,1915-04-22,Dallas,1908-12-28,Walker was born on the day the Australian colonies federated. Michael was born on the day the Second Battle of Ypres began. Dallas was born on the day of the 1908 Messina earthquake. The oldest is,1901-01-01,Walker
Peter,1908-05-26,Maria,1916-04-30,Marco,1912-03-30,Peter was born on the day the first commercial Middle Eastern oilfield was established. Maria was born on the day the first nationwide daylight saving time implementation occurred. Marco was born on the day Morocco became a protectorate of France. The oldest is,1908-05-26,Peter
George,1912-07-30,Joy,1914-08-15,William,1910-08-28,George was born on the day the Meiji era ended. Joy was born on the day the Panama Canal opened. William was born on the day the Kingdom of Montenegro declared its independence. The oldest is,1910-08-28,William
Steve,1914-12-25,William,1917-11-26,Luke,1911-12-12,Steve was born on the day of the Christmas Truce. William was born on the day the National Hockey League was formed. Luke was born on the day New Delhi became the capital of British India. The oldest is,1911-12-12,Luke
Alice,1907-08-31,Emily,1910-11-20,Steve,1912-02-12,Alice was born on the day the Anglo-Russian Convention ended the Great Game. Emily was born on the day the Mexican Revolution began. Steve was born on the day the Chinese Empire ended and the Republic of China was established. The oldest is,1907-08-31,Alice
Connor,1918-11-09,Matt,1908-05-26,Leon,1910-08-28,Connor was born on the day Wilhelm II abdicated. Matt was born on the day the first commercial Middle Eastern oilfield was established. Leon was born on the day the Kingdom of Montenegro declared its independence. The oldest is,1908-05-26,Matt
Jack,1916-03-07,Fred,1908-12-02,Andrew,1909-03-04,Jack was born on the day Bayerische Flugzeugwerke was founded. Fred was born on the day Puyi became the last Emperor of China. Andrew was born on the day William Howard Taft was inaugurated as President. The oldest is,1908-12-02,Fred
Connor,1918-11-09,Frank,1908-12-28,Henry,1918-01-22,Connor was born on the day Wilhelm II abdicated. Frank was born on the day of the 1908 Messina earthquake. Henry was born on the day Ukraine declared independence from Russia. The oldest is,1908-12-28,Frank
Andrew,1914-08-15,Matt,1905-06-07,Walker,1914-12-19,Andrew was born on the day the Panama Canal opened. Matt was born on the day Norway achieved independence. Walker was born on the day the United Kingdom established the Sultanate of Egypt as a protectorate. The oldest is,1905-06-07,Matt
Kyle,1915-04-24,Brandon,1915-07-28,Henry,1918-01-22,Kyle was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Brandon was born on the day the United States occupation of Haiti began. Henry was born on the day Ukraine declared independence from Russia. The oldest is,1915-04-24,Kyle
Jack,1916-03-07,Luke,1915-04-24,Hope,1919-06-28,Jack was born on the day Bayerische Flugzeugwerke was founded. Luke was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Hope was born on the day The Treaty of Versailles redrew European borders. The oldest is,1915-04-24,Luke
Jason,1901-12-10,Hunter,1913-05-30,Scott,1901-09-06,Jason was born on the day the first Nobel Prize awards took place. Hunter was born on the day the Treaty of London was signed. Scott was born on the day Theodore Roosevelt took office. The oldest is,1901-09-06,Scott
John,1919-07-18,Jason,1908-07-26,Bob,1916-06-10,John was born on the day the Polish-Ukrainian War ended. Jason was born on the day the Bureau of Investigation was founded. Bob was born on the day the Arab Revolt began. The oldest is,1908-07-26,Jason
Connor,1918-11-09,Henry,1913-12-23,Kyle,1901-09-06,Connor was born on the day Wilhelm II abdicated. Henry was born on the day the Federal Reserve System was created. Kyle was born on the day Theodore Roosevelt took office. The oldest is,1901-09-06,Kyle
Fred,1905-09-05,Scott,1908-05-26,Alex,1910-02-08,Fred was born on the day the Russo-Japanese War ended. Scott was born on the day the first commercial Middle Eastern oilfield was established. Alex was born on the day the Boy Scouts of America was founded. The oldest is,1905-09-05,Fred
Jason,1908-12-28,Henry,1918-01-22,Jerry,1906-09-28,Jason was born on the day of the 1908 Messina earthquake. Henry was born on the day Ukraine declared independence from Russia. Jerry was born on the day the Second Occupation of Cuba began. The oldest is,1906-09-28,Jerry
William,1909-03-04,Connor,1912-04-15,Charlie,1912-02-14,William was born on the day William Howard Taft was inaugurated as President. Connor was born on the day the RMS Titanic sank. Charlie was born on the day Arizona became a U.S. state. The oldest is,1909-03-04,William
Matt,1908-05-26,Scott,1906-12-30,Andrew,1914-08-15,Matt was born on the day the first commercial Middle Eastern oilfield was established. Scott was born on the day The Muslim League was formed. Andrew was born on the day the Panama Canal opened. The oldest is,1906-12-30,Scott
Richard,1912-02-12,Connor,1910-08-29,Ryan,1916-06-10,Richard was born on the day the Chinese Empire ended and the Republic of China was established. Connor was born on the day Imperial Japan annexed Korea. Ryan was born on the day the Arab Revolt began. The oldest is,1910-08-29,Connor
Connor,1912-04-15,Jason,1908-12-28,Emily,1911-10-10,Connor was born on the day the RMS Titanic sank. Jason was born on the day of the 1908 Messina earthquake. Emily was born on the day the 1911 Revolution began. The oldest is,1908-12-28,Jason
Walker,1906-09-28,Steve,1912-02-12,Laura,1910-10-05,Walker was born on the day the Second Occupation of Cuba began. Steve was born on the day the Chinese Empire ended and the Republic of China was established. Laura was born on the day the First Portuguese Republic was proclaimed. The oldest is,1906-09-28,Walker
Blake,1903-11-18,Jack,1916-03-07,Dean,1911-12-12,Blake was born on the day the independence of Panama from the Hay–Bunau-Varilla Treaty was signed. Jack was born on the day Bayerische Flugzeugwerke was founded. Dean was born on the day New Delhi became the capital of British India. The oldest is,1903-11-18,Blake
Ryan,1916-06-10,Henry,1918-01-22,George,1902-07-12,Ryan was born on the day the Arab Revolt began. Henry was born on the day Ukraine declared independence from Russia. George was born on the day Arthur Balfour became Prime Minister. The oldest is,1902-07-12,George
Charlie,1919-05-19,Andrew,1919-03-02,Ryan,1912-02-12,Charlie was born on the day the Turkish War of Independence began. Andrew was born on the day the Communist International was established. Ryan was born on the day the Chinese Empire ended and the Republic of China was established. The oldest is,1912-02-12,Ryan
Grant,1903-12-17,Steve,1919-01-21,William,1917-11-26,Grant was born on the day the Wright brothers made their first successful flight. Steve was born on the day the First Red Scare began and the Irish War of Independence started. William was born on the day the National Hockey League was formed. The oldest is,1903-12-17,Grant
Brandon,1906-04-18,April,1918-03-25,Hope,1918-10-29,Brandon was born on the day an earthquake with a magnitude of 7.9 occurred in San Francisco. April was born on the day Belarus declared its independence from Russia. Hope was born on the day the German Revolution began. The oldest is,1906-04-18,Brandon
Robert,1907-07-24,Hope,1918-10-29,Dean,1911-03-25,Robert was born on the day the Japan–Korea Treaty was signed. Hope was born on the day the German Revolution began. Dean was born on the day the Triangle Shirtwaist Factory fire resulted in 146 worker deaths. The oldest is,1907-07-24,Robert
Steve,1914-12-25,Tyler,1917-06-04,Maria,1902-05-31,Steve was born on the day of the Christmas Truce. Tyler was born on the day the first Pulitzer Prizes were announced. Maria was born on the day the Second Boer War ended. The oldest is,1902-05-31,Maria
Michael,1911-11-03,Alice,1914-12-19,Kevin,1906-10-23,Michael was born on the day the Chevrolet Motor Company was founded. Alice was born on the day the United Kingdom established the Sultanate of Egypt as a protectorate. Kevin was born on the day Alberto Santos-Dumont flew his aircraft. The oldest is,1906-10-23,Kevin
Michael,1915-04-22,Kevin,1901-01-22,Leon,1910-02-08,Michael was born on the day the Second Battle of Ypres began. Kevin was born on the day Edward VII became King of England and India. Leon was born on the day the Boy Scouts of America was founded. The oldest is,1901-01-22,Kevin
Connor,1902-05-31,Hope,1918-10-29,George,1916-06-10,Connor was born on the day the Second Boer War ended. Hope was born on the day the German Revolution began. George was born on the day the Arab Revolt began. The oldest is,1902-05-31,Connor
Dallas,1918-03-25,Blake,1901-12-12,Steve,1919-01-21,Dallas was born on the day Belarus declared its independence from Russia. Blake was born on the day Guglielmo Marconi received the first transatlantic radio signal. Steve was born on the day the First Red Scare began and the Irish War of Independence started. The oldest is,1901-12-12,Blake
Jason,1908-07-26,Mark,1910-05-31,Steve,1919-01-21,Jason was born on the day the Bureau of Investigation was founded. Mark was born on the day the Union of South Africa was created. Steve was born on the day the First Red Scare began and the Irish War of Independence started. The oldest is,1908-07-26,Jason
Fred,1901-03-02,Alex,1903-11-18,Jason,1908-07-26,Fred was born on the day The Platt Amendment provided for Cuban independence. Alex was born on the day the independence of Panama from the Hay–Bunau-Varilla Treaty was signed. Jason was born on the day the Bureau of Investigation was founded. The oldest is,1901-03-02,Fred
Tyler,1902-05-31,George,1916-06-10,Walker,1902-07-17,Tyler was born on the day the Second Boer War ended. George was born on the day the Arab Revolt began. Walker was born on the day Willis Carrier invented the first modern electrical air conditioning unit. The oldest is,1902-05-31,Tyler
Leon,1910-02-08,William,1910-08-28,Connor,1912-04-15,Leon was born on the day the Boy Scouts of America was founded. William was born on the day the Kingdom of Montenegro declared its independence. Connor was born on the day the RMS Titanic sank. The oldest is,1910-02-08,Leon
George,1908-04-08,Jason,1908-07-26,Laura,1910-10-05,George was born on the day H. H. Asquith became Prime Minister. Jason was born on the day the Bureau of Investigation was founded. Laura was born on the day the First Portuguese Republic was proclaimed. The oldest is,1908-04-08,George
Rose,1928-09-03,Brandon,1921-12-15,Steve,1924-01-22,Rose was born on the day penicillin was rediscovered. Brandon was born on the day the Pahlavi dynasty came to power. Steve was born on the day Ramsay MacDonald became Prime Minister. The oldest is,1921-12-15,Brandon
Kyle,1915-04-24,Hope,1923-05-24,Dallas,1910-02-08,Kyle was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Hope was born on the day the Irish Civil War ended. Dallas was born on the day the Boy Scouts of America was founded. The oldest is,1910-02-08,Dallas
Luke,1911-12-12,Joy,1917-03-08,Jack,1929-06-05,Luke was born on the day New Delhi became the capital of British India. Joy was born on the day the Russian Revolution ended and the Russian Civil War began. Jack was born on the day Ramsay MacDonald became Prime Minister. The oldest is,1911-12-12,Luke
George,1919-06-28,Max,1923-03-03,April,1918-03-25,George was born on the day The Treaty of Versailles redrew European borders. Max was born on the day Time Magazine was first published. April was born on the day Belarus declared its independence from Russia. The oldest is,1918-03-25,April
Alice,1922-12-30,Luke,1911-12-12,Bob,1916-06-10,Alice was born on the day the USSR was formed. Luke was born on the day New Delhi became the capital of British India. Bob was born on the day the Arab Revolt began. The oldest is,1911-12-12,Luke
Kyle,1915-04-24,Alice,1922-12-30,Connor,1918-11-09,Kyle was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Alice was born on the day the USSR was formed. Connor was born on the day Wilhelm II abdicated. The oldest is,1915-04-24,Kyle
Michael,1916-03-07,Andrew,1912-02-14,George,1924-05-24,Michael was born on the day Bayerische Flugzeugwerke was founded. Andrew was born on the day Arizona became a U.S. state. George was born on the day the Immigration Act of 1924 took effect. The oldest is,1912-02-14,Andrew
Brandon,1918-05-28,Hunter,1922-11-01,Jack,1924-03-03,Brandon was born on the day Azerbaijan Democratic Republic was declared. Hunter was born on the day the Ottoman Sultanate was abolished. Jack was born on the day the Caliphate was abolished. The oldest is,1918-05-28,Brandon
Rose,1918-10-29,Brandon,1915-07-28,Hunter,1922-11-01,Rose was born on the day the German Revolution began. Brandon was born on the day the United States occupation of Haiti began. Hunter was born on the day the Ottoman Sultanate was abolished. The oldest is,1915-07-28,Brandon
Leon,1910-08-28,Laura,1923-06-16,Andrew,1923-10-11,Leon was born on the day the Kingdom of Montenegro declared its independence. Laura was born on the day the Russian Civil War ended. Andrew was born on the day the Turkish War of Independence ended. The oldest is,1910-08-28,Leon
April,1918-03-25,Connor,1922-12-16,Hunter,1911-03-25,April was born on the day Belarus declared its independence from Russia. Connor was born on the day Gabriel Narutowicz was assassinated. Hunter was born on the day the Triangle Shirtwaist Factory fire resulted in 146 worker deaths. The oldest is,1911-03-25,Hunter
Andrew,1918-11-09,Peter,1913-08-10,Laura,1927-11-12,Andrew was born on the day Wilhelm II abdicated. Peter was born on the day the Treaty of Bucharest occurred. Laura was born on the day Joseph Stalin became dictator. The oldest is,1913-08-10,Peter
Michael,1916-03-07,Brandon,1915-07-28,Marco,1912-03-30,Michael was born on the day Bayerische Flugzeugwerke was founded. Brandon was born on the day the United States occupation of Haiti began. Marco was born on the day Morocco became a protectorate of France. The oldest is,1912-03-30,Marco
Luke,1915-04-24,Ryan,1929-06-05,John,1923-11-08,Luke was born on the day the deportation of Armenian leaders signaled the start of the Armenian Genocide. Ryan was born on the day Ramsay MacDonald became Prime Minister. John was born on the day the Beer Hall Putsch ended. The oldest is,1915-04-24,Luke
Dean,1923-10-16,Laura,1910-10-05,Rose,1918-10-29,Dean was born on the day The Walt Disney Company was founded. Laura was born on the day the First Portuguese Republic was proclaimed. Rose was born on the day the German Revolution began. The oldest is,1910-10-05,Laura
